LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Tocharian_B,tokh1243,SIT,sit_b
Tosk,alba1268,SIT,sit_d
Ukrainian,ukra1253,SIT,sit_b
Upper_Sorbian,uppe1395,SIT,sit_b
Urdu,urdu1245,SIT,sit_i
Vedic_Sanskrit,sans1269,SIT,sit_b
Vedic_Sanskrit,sans1269,SIT,sit_h
Wakhi,wakh1245,SIT,sit_f
Walloon,wall1255,SIT,sit_b
Waziri,waci1238,SIT,sit_a
Waziri,waci1238,SIT,sit_j
Waziri,waci1238,SIT,sit_k
Welsh,wels1247,SIT,sit_b
Adapazar,homs1234,SKIN,skin_d
Afrikaans,afri1274,SKIN,skin_e
Ancient_Greek,anci1242,SKIN,skin_0
Arumanian,arom1237,SKIN,skin_0
Arvanitika,arva1236,SKIN,skin_c
Assamese,assa1263,SKIN,skin_i
Avestan,aves1237,SKIN,skin_e
Baluchi,east2304,SKIN,skin_a
Belarusian,bela1254,SKIN,skin_e
Bengali,beng1280,SKIN,skin_e
Bihari,biha1245,SKIN,skin_e
Breton,bret1244,SKIN,skin_f
Bulgarian,bulg1262,SKIN,skin_g
Cagliari,sard1257,SKIN,skin_b
Catalan,stan1289,SKIN,skin_b
Classical_Armenian,clas1256,SKIN,skin_d
Cornish,corn1251,SKIN,skin_f
Czech,czec1258,SKIN,skin_g
Danish,dani1285,SKIN,skin_e
Digor_Ossetic,digo1242,SKIN,skin_e
Dutch,cent2352,SKIN,skin_e
Eastern_Armenian,nucl1235,SKIN,skin_0
Eastern_Armenian,nucl1235,SKIN,skin_d
English,stan1293,SKIN,skin_l
Faroese,faro1244,SKIN,skin_e
Faroese,faro1244,SKIN,skin_l
Flemish,cent2353,SKIN,skin_e
French,stan1290,SKIN,skin_b
Frisian,fris1239,SKIN,skin_e
Friulian,friu1240,SKIN,skin_b
German,stan1295,SKIN,skin_b
Gothic,goth1244,SKIN,skin_b
Gujarati,guja1252,SKIN,skin_e
Hindi,hind1269,SKIN,skin_e
Hindi,hind1269,SKIN,skin_i
Hittite,hitt1242,SKIN,skin_0
Icelandic,icel1247,SKIN,skin_e
Icelandic,icel1247,SKIN,skin_l
Irish,iris1253,SKIN,skin_f
Italian,ital1282,SKIN,skin_b
Kashmiri,kash1277,SKIN,skin_e
Kurdish,kurd1259,SKIN,skin_e
Ladin,ladi1250,SKIN,skin_b
Lahnda,lahn1241,SKIN,skin_e
Latin,lati1261,SKIN,skin_b
Latin,lati1261,SKIN,skin_e
Latvian,latv1249,SKIN,skin_j
Lithuanian,lith1251,SKIN,skin_b
Lithuanian,lith1251,SKIN,skin_j
Lower_Sorbian,lowe1385,SKIN,skin_g
Luxembourgish,luxe1243,SKIN,skin_e
Macedonian,mace1250,SKIN,skin_g
Marathi,mara1378,SKIN,skin_0
Marathi,mara1378,SKIN,skin_e
Marwari,marw1260,SKIN,skin_e
Modern_Greek,mode1248,SKIN,skin_a
Modern_Greek,mode1248,SKIN,skin_h
Nepali,nepa1254,SKIN,skin_i
Norwegian,norw1258,SKIN,skin_e
Nuorese,nuor1238,SKIN,skin_b
Old_Church_Slavic,chur1257,SKIN,skin_g
Old_English,olde1238,SKIN,skin_b
Old_English,olde1238,SKIN,skin_e
Old_High_German,oldh1241,SKIN,skin_b
Old_High_German,oldh1241,SKIN,skin_e
Old_Irish,oldi1246,SKIN,skin_0
Old_Irish,oldi1246,SKIN,skin_f
Old_Prussian,prus1238,SKIN,skin_0
Old_West_Norse,oldw1240,SKIN,skin_e
Old_West_Norse,oldw1240,SKIN,skin_l
Oriya,oriy1255,SKIN,skin_i
Panjabi,panj1256,SKIN,skin_0
Pashto,pash1269,SKIN,skin_a
Persian,west2369,SKIN,skin_a
Polish,poli1260,SKIN,skin_e
Portuguese,port1283,SKIN,skin_b
Provencal,prov1235,SKIN,skin_b
Romani,roma1329,SKIN,skin_0
Romanian,megl1237,SKIN,skin_b
Romansh,roma1326,SKIN,skin_0
Romansh,roma1326,SKIN,skin_b
Russian,russ1263,SKIN,skin_g
Sariqoli,sari1246,SKIN,skin_0
Scots_Gaelic,scot1245,SKIN,skin_f
Serbian,sout1528,SKIN,skin_g
Shughni,shug1248,SKIN,skin_0
Sindhi,sind1272,SKIN,skin_0
Singhalese,sinh1246,SKIN,skin_0
Slovak,slov1269,SKIN,skin_g
Slovenian,slov1268,SKIN,skin_g
Sogdian,sogd1245,SKIN,skin_e
Spanish,stan1288,SKIN,skin_b
Spanish,stan1288,SKIN,skin_e
Swedish,swed1254,SKIN,skin_e
Swedish,swed1254,SKIN,skin_l
Swiss_German,swis1247,SKIN,skin_e
Tajik,taji1245,SKIN,skin_a
Tocharian_A,tokh1242,SKIN,skin_j
Tocharian_B,tokh1243,SKIN,skin_j
Tocharian_B,tokh1243,SKIN,skin_m
Tosk,alba1268,SKIN,skin_c
Ukrainian,ukra1253,SKIN,skin_e
Upper_Sorbian,uppe1395,SKIN,skin_g
Urdu,urdu1245,SKIN,skin_e
Vedic_Sanskrit,sans1269,SKIN,skin_m
Wakhi,wakh1245,SKIN,skin_a
Walloon,wall1255,SKIN,skin_b
Waziri,waci1238,SKIN,skin_e
Welsh,wels1247,SKIN,skin_f
Adapazar,homs1234,SKY,sky_0
Afrikaans,afri1274,SKY,sky_b
Afrikaans,afri1274,SKY,sky_n
Ancient_Greek,anci1242,SKY,sky_0
Ancient_Greek,anci1242,SKY,sky_i
Arumanian,arom1237,SKY,sky_0
Arvanitika,arva1236,SKY,sky_e
Assamese,assa1263,SKY,sky_d
Assamese,assa1263,SKY,sky_m
Avestan,aves1237,SKY,sky_a
Baluchi,east2304,SKY,sky_a
Belarusian,bela1254,SKY,sky_g
Bengali,beng1280,SKY,sky_a
Bengali,beng1280,SKY,sky_d
Bihari,biha1245,SKY,sky_d
Breton,bret1244,SKY,sky_f
Bulgarian,bulg1262,SKY,sky_g
Cagliari,sard1257,SKY,sky_e
Catalan,stan1289,SKY,sky_e
Classical_Armenian,clas1256,SKY,sky_p
Cornish,corn1251,SKY,sky_f
Czech,czec1258,SKY,sky_g
Danish,dani1285,SKY,sky_b
Digor_Ossetic,digo1242,SKY,sky_o
Dutch,cent2352,SKY,sky_b
Eastern_Armenian,nucl1235,SKY,sky_p
English,stan1293,SKY,sky_h
Faroese,faro1244,SKY,sky_b
Flemish,cent2353,SKY,sky_b
French,stan1290,SKY,sky_e
Frisian,fris1239,SKY,sky_b
Friulian,friu1240,SKY,sky_e
German,stan1295,SKY,sky_b
Gothic,goth1244,SKY,sky_b
Gujarati,guja1252,SKY,sky_d
Hindi,hind1269,SKY,sky_a
Hindi,hind1269,SKY,sky_d
Hittite,hitt1242,SKY,sky_g
Icelandic,icel1247,SKY,sky_b
Irish,iris1253,SKY,sky_j
Italian,ital1282,SKY,sky_e
Kashmiri,kash1277,SKY,sky_g
Ladin,ladi1250,SKY,sky_e
Lahnda,lahn1241,SKY,sky_a
Latin,lati1261,SKY,sky_e
Latvian,latv1249,SKY,sky_g
Lithuanian,lith1251,SKY,sky_k
Lower_Sorbian,lowe1385,SKY,sky_g
Luxembourgish,luxe1243,SKY,sky_b
Macedonian,mace1250,SKY,sky_g
Marathi,mara1378,SKY,sky_d
Marwari,marw1260,SKY,sky_0
Modern_Greek,mode1248,SKY,sky_i
Nepali,nepa1254,SKY,sky_d
Nepali,nepa1254,SKY,sky_m
Norwegian,norw1258,SKY,sky_b
Nuorese,nuor1238,SKY,sky_e
Old_Church_Slavic,chur1257,SKY,sky_g
Old_English,olde1238,SKY,sky_b
Old_High_German,oldh1241,SKY,sky_b
Old_Irish,oldi1246,SKY,sky_0
Old_Prussian,prus1238,SKY,sky_k
Old_West_Norse,oldw1240,SKY,sky_b
Oriya,oriy1255,SKY,sky_0
Oriya,oriy1255,SKY,sky_d
Oriya,oriy1255,SKY,sky_m
Panjabi,panj1256,SKY,sky_a
Pashto,pash1269,SKY,sky_a
Persian,west2369,SKY,sky_a
Polish,poli1260,SKY,sky_g
Portuguese,port1283,SKY,sky_e
Provencal,prov1235,SKY,sky_e
Romani,roma1329,SKY,sky_i
Romanian,megl1237,SKY,sky_e
Romansh,roma1326,SKY,sky_e
Russian,russ1263,SKY,sky_g
Sariqoli,sari1246,SKY,sky_a
Scots_Gaelic,scot1245,SKY,sky_0
Scots_Gaelic,scot1245,SKY,sky_j
Serbian,sout1528,SKY,sky_g
Shughni,shug1248,SKY,sky_a
Sindhi,sind1272,SKY,sky_m
Singhalese,sinh1246,SKY,sky_d
Slovak,slov1269,SKY,sky_0
Slovak,slov1269,SKY,sky_g
Slovenian,slov1268,SKY,sky_g
Sogdian,sogd1245,SKY,sky_d
Spanish,stan1288,SKY,sky_e
Swedish,swed1254,SKY,sky_b
Swiss_German,swis1247,SKY,sky_b
Tajik,taji1245,SKY,sky_a
Tocharian_A,tokh1242,SKY,sky_l
Tocharian_B,tokh1243,SKY,sky_l
Tosk,alba1268,SKY,sky_e
Ukrainian,ukra1253,SKY,sky_g
Upper_Sorbian,uppe1395,SKY,sky_g
Urdu,urdu1245,SKY,sky_a
Vedic_Sanskrit,sans1269,SKY,sky_0
Wakhi,wakh1245,SKY,sky_a
Walloon,wall1255,SKY,sky_e
Waziri,waci1238,SKY,sky_a
Welsh,wels1247,SKY,sky_f
Zazaki,kirm1248,SKY,sky_a
Adapazar,homs1234,SLEEP,sleep_c
Afrikaans,afri1274,SLEEP,sleep_c
Ancient_Greek,anci1242,SLEEP,sleep_0
Arumanian,arom1237,SLEEP,sleep_e
Arvanitika,arva1236,SLEEP,sleep_b
Assamese,assa1263,SLEEP,sleep_0
Assamese,assa1263,SLEEP,sleep_c
Avestan,aves1237,SLEEP,sleep_c
Baluchi,east2304,SLEEP,sleep_m
Belarusian,bela1254,SLEEP,sleep_c
Bengali,beng1280,SLEEP,sleep_d
Bihari,biha1245,SLEEP,sleep_c
Breton,bret1244,SLEEP,sleep_f
Bulgarian,bulg1262,SLEEP,sleep_c
Cagliari,sard1257,SLEEP,sleep_e
Catalan,stan1289,SLEEP,sleep_e
Classical_Armenian,clas1256,SLEEP,sleep_0
Cornish,corn1251,SLEEP,sleep_f
Czech,czec1258,SLEEP,sleep_c
Danish,dani1285,SLEEP,sleep_c
Digor_Ossetic,digo1242,SLEEP,sleep_j
Dutch,cent2352,SLEEP,sleep_c
Eastern_Armenian,nucl1235,SLEEP,sleep_0
Eastern_Armenian,nucl1235,SLEEP,sleep_c
English,stan1293,SLEEP,sleep_c
Faroese,faro1244,SLEEP,sleep_c
Flemish,cent2353,SLEEP,sleep_c
French,stan1290,SLEEP,sleep_e
Frisian,fris1239,SLEEP,sleep_c
Friulian,friu1240,SLEEP,sleep_e
German,stan1295,SLEEP,sleep_c
Gothic,goth1244,SLEEP,sleep_c
Gujarati,guja1252,SLEEP,sleep_0
Gujarati,guja1252,SLEEP,sleep_c
Hindi,hind1269,SLEEP,sleep_c
Hittite,hitt1242,SLEEP,sleep_c
Hittite,hitt1242,SLEEP,sleep_p
Icelandic,icel1247,SLEEP,sleep_c
Irish,iris1253,SLEEP,sleep_h
Italian,ital1282,SLEEP,sleep_e
Kashmiri,kash1277,SLEEP,sleep_c
Kurdish,kurd1259,SLEEP,sleep_c
Kurdish,kurd1259,SLEEP,sleep_k
Ladin,ladi1250,SLEEP,sleep_e
Lahnda,lahn1241,SLEEP,sleep_c
Latin,lati1261,SLEEP,sleep_e
Latvian,latv1249,SLEEP,sleep_i
Latvian,latv1249,SLEEP,sleep_l
Lithuanian,lith1251,SLEEP,sleep_i
Lower_Sorbian,lowe1385,SLEEP,sleep_c
Luxembourgish,luxe1243,SLEEP,sleep_c
Macedonian,mace1250,SLEEP,sleep_c
Marathi,mara1378,SLEEP,sleep_d
Marwari,marw1260,SLEEP,sleep_c
Modern_Greek,mode1248,SLEEP,sleep_g
Nepali,nepa1254,SLEEP,sleep_c
Norwegian,norw1258,SLEEP,sleep_c
Nuorese,nuor1238,SLEEP,sleep_e
Old_Church_Slavic,chur1257,SLEEP,sleep_c
Old_English,olde1238,SLEEP,sleep_c
Old_High_German,oldh1241,SLEEP,sleep_c
Old_Irish,oldi1246,SLEEP,sleep_0
Old_Prussian,prus1238,SLEEP,sleep_i
Old_West_Norse,oldw1240,SLEEP,sleep_c
Oriya,oriy1255,SLEEP,sleep_c
Panjabi,panj1256,SLEEP,sleep_c
Pashto,pash1269,SLEEP,sleep_n
Persian,west2369,SLEEP,sleep_c
Polish,poli1260,SLEEP,sleep_c
Portuguese,port1283,SLEEP,sleep_e
Provencal,prov1235,SLEEP,sleep_e
Romani,roma1329,SLEEP,sleep_0
Romanian,megl1237,SLEEP,sleep_e
Romansh,roma1326,SLEEP,sleep_e
Russian,russ1263,SLEEP,sleep_c
Sariqoli,sari1246,SLEEP,sleep_c
Scots_Gaelic,scot1245,SLEEP,sleep_0
Serbian,sout1528,SLEEP,sleep_0
Shughni,shug1248,SLEEP,sleep_c
Sindhi,sind1272,SLEEP,sleep_c
Singhalese,sinh1246,SLEEP,sleep_d
Slovak,slov1269,SLEEP,sleep_c
Slovenian,slov1268,SLEEP,sleep_c
Sogdian,sogd1245,SLEEP,sleep_c
Spanish,stan1288,SLEEP,sleep_e
Swedish,swed1254,SLEEP,sleep_c
Swiss_German,swis1247,SLEEP,sleep_c
Tajik,taji1245,SLEEP,sleep_c
Tocharian_A,tokh1242,SLEEP,sleep_a
Tocharian_B,tokh1243,SLEEP,sleep_a
Tosk,alba1268,SLEEP,sleep_b
Ukrainian,ukra1253,SLEEP,sleep_c
Upper_Sorbian,uppe1395,SLEEP,sleep_c
Urdu,urdu1245,SLEEP,sleep_c
Vedic_Sanskrit,sans1269,SLEEP,sleep_e
Vedic_Sanskrit,sans1269,SLEEP,sleep_p
Wakhi,wakh1245,SLEEP,sleep_k
Walloon,wall1255,SLEEP,sleep_e
Waziri,waci1238,SLEEP,sleep_c
Welsh,wels1247,SLEEP,sleep_f
Zazaki,kirm1248,SLEEP,sleep_k
Zazaki,kirm1248,SLEEP,sleep_o
Adapazar,homs1234,SMALL,small_0
Afrikaans,afri1274,SMALL,small_b
Ancient_Greek,anci1242,SMALL,small_k
Arumanian,arom1237,SMALL,small_0
Arvanitika,arva1236,SMALL,small_c
Assamese,assa1263,SMALL,small_0
Avestan,aves1237,SMALL,small_0
Baluchi,east2304,SMALL,small_d
Belarusian,bela1254,SMALL,small_h
Bengali,beng1280,SMALL,small_e
Bihari,biha1245,SMALL,small_0
Breton,bret1244,SMALL,small_g
Bulgarian,bulg1262,SMALL,small_h
Cagliari,sard1257,SMALL,small_i
Catalan,stan1289,SMALL,small_i
Classical_Armenian,clas1256,SMALL,small_s
Cornish,corn1251,SMALL,small_g
Czech,czec1258,SMALL,small_h
Danish,dani1285,SMALL,small_p
Digor_Ossetic,digo1242,SMALL,small_0
Dutch,cent2352,SMALL,small_b
Eastern_Armenian,nucl1235,SMALL,small_s
English,stan1293,SMALL,small_h
Faroese,faro1244,SMALL,small_k
Faroese,faro1244,SMALL,small_p
Flemish,cent2353,SMALL,small_b
French,stan1290,SMALL,small_i
Frisian,fris1239,SMALL,small_b
Friulian,friu1240,SMALL,small_m
German,stan1295,SMALL,small_b
Gothic,goth1244,SMALL,small_p
Gujarati,guja1252,SMALL,small_0
Hindi,hind1269,SMALL,small_e
Hittite,hitt1242,SMALL,small_a
Icelandic,icel1247,SMALL,small_p
Irish,iris1253,SMALL,small_0
Italian,ital1282,SMALL,small_m
Kashmiri,kash1277,SMALL,small_0
Kurdish,kurd1259,SMALL,small_d
Ladin,ladi1250,SMALL,small_m
Lahnda,lahn1241,SMALL,small_e
Latin,lati1261,SMALL,small_0
Latvian,latv1249,SMALL,small_n
Lithuanian,lith1251,SMALL,small_n
Lower_Sorbian,lowe1385,SMALL,small_h
Luxembourgish,luxe1243,SMALL,small_b
Macedonian,mace1250,SMALL,small_h
Marathi,mara1378,SMALL,small_0
Marathi,mara1378,SMALL,small_e
Marwari,marw1260,SMALL,small_0
Modern_Greek,mode1248,SMALL,small_k
Nepali,nepa1254,SMALL,small_0
Nepali,nepa1254,SMALL,small_e
Nepali,nepa1254,SMALL,small_r
Norwegian,norw1258,SMALL,small_p
Nuorese,nuor1238,SMALL,small_0
Old_Church_Slavic,chur1257,SMALL,small_h
Old_English,olde1238,SMALL,small_h
Old_English,olde1238,SMALL,small_j
Old_High_German,oldh1241,SMALL,small_h
Old_High_German,oldh1241,SMALL,small_p
Old_Irish,oldi1246,SMALL,small_g
Old_Prussian,prus1238,SMALL,small_j
Old_West_Norse,oldw1240,SMALL,small_k
Old_West_Norse,oldw1240,SMALL,small_p
Oriya,oriy1255,SMALL,small_e
Panjabi,panj1256,SMALL,small_e
Pashto,pash1269,SMALL,small_d
Pashto,pash1269,SMALL,small_o
Persian,west2369,SMALL,small_d
Polish,poli1260,SMALL,small_h
Portuguese,port1283,SMALL,small_f
Provencal,prov1235,SMALL,small_0
Provencal,prov1235,SMALL,small_i
Provencal,prov1235,SMALL,small_m
Romani,roma1329,SMALL,small_l
Romanian,megl1237,SMALL,small_0
Romanian,megl1237,SMALL,small_k
Romansh,roma1326,SMALL,small_0
Romansh,roma1326,SMALL,small_m
Russian,russ1263,SMALL,small_h
Sariqoli,sari1246,SMALL,small_0
Scots_Gaelic,scot1245,SMALL,small_g
Serbian,sout1528,SMALL,small_h
Shughni,shug1248,SMALL,small_0
Sindhi,sind1272,SMALL,small_0
Singhalese,sinh1246,SMALL,small_0
Slovak,slov1269,SMALL,small_h
Slovenian,slov1268,SMALL,small_h
Sogdian,sogd1245,SMALL,small_0
Spanish,stan1288,SMALL,small_f
Swedish,swed1254,SMALL,small_p
Swiss_German,swis1247,SMALL,small_b
Tajik,taji1245,SMALL,small_l
Tocharian_A,tokh1242,SMALL,small_0
Tocharian_A,tokh1242,SMALL,small_q
Tocharian_B,tokh1243,SMALL,small_0
Tocharian_B,tokh1243,SMALL,small_q
Tosk,alba1268,SMALL,small_c
Ukrainian,ukra1253,SMALL,small_h
Upper_Sorbian,uppe1395,SMALL,small_h
Urdu,urdu1245,SMALL,small_e
Vedic_Sanskrit,sans1269,SMALL,small_0
Wakhi,wakh1245,SMALL,small_d
Walloon,wall1255,SMALL,small_i
Waziri,waci1238,SMALL,small_a
Waziri,waci1238,SMALL,small_o
Welsh,wels1247,SMALL,small_g
Zazaki,kirm1248,SMALL,small_0
Adapazar,homs1234,SMELL,smell_w
Afrikaans,afri1274,SMELL,smell_b
Ancient_Greek,anci1242,SMELL,smell_r
Ancient_Greek,anci1242,SMELL,smell_w
Arumanian,arom1237,SMELL,smell_0
Arvanitika,arva1236,SMELL,smell_c
Assamese,assa1263,SMELL,smell_o
Baluchi,east2304,SMELL,smell_e
Belarusian,bela1254,SMELL,smell_i
Belarusian,bela1254,SMELL,smell_s
Bengali,beng1280,SMELL,smell_o
Bengali,beng1280,SMELL,smell_q
Bihari,biha1245,SMELL,smell_o
Bihari,biha1245,SMELL,smell_q
Breton,bret1244,SMELL,smell_h
Bulgarian,bulg1262,SMELL,smell_j
Bulgarian,bulg1262,SMELL,smell_n
Cagliari,sard1257,SMELL,smell_g
Catalan,stan1289,SMELL,smell_w
Classical_Armenian,clas1256,SMELL,smell_w
Cornish,corn1251,SMELL,smell_0
Cornish,corn1251,SMELL,smell_h
Czech,czec1258,SMELL,smell_s
Danish,dani1285,SMELL,smell_k
Digor_Ossetic,digo1242,SMELL,smell_v
Dutch,cent2352,SMELL,smell_b
Eastern_Armenian,nucl1235,SMELL,smell_w
English,stan1293,SMELL,smell_0
Faroese,faro1244,SMELL,smell_m
Flemish,cent2353,SMELL,smell_b
French,stan1290,SMELL,smell_p
Frisian,fris1239,SMELL,smell_l
Friulian,friu1240,SMELL,smell_0
German,stan1295,SMELL,smell_b
Gujarati,guja1252,SMELL,smell_o
Hindi,hind1269,SMELL,smell_o
Icelandic,icel1247,SMELL,smell_m
Italian,ital1282,SMELL,smell_p
Italian,ital1282,SMELL,smell_w
Kashmiri,kash1277,SMELL,smell_0
Ladin,ladi1250,SMELL,smell_0
Lahnda,lahn1241,SMELL,smell_o
Latin,lati1261,SMELL,smell_w
Latvian,latv1249,SMELL,smell_n
Latvian,latv1249,SMELL,smell_w
Lithuanian,lith1251,SMELL,smell_w
Lower_Sorbian,lowe1385,SMELL,smell_j
Luxembourgish,luxe1243,SMELL,smell_b
Macedonian,mace1250,SMELL,smell_n
Marathi,mara1378,SMELL,smell_o
Marwari,marw1260,SMELL,smell_0
Modern_Greek,mode1248,SMELL,smell_n
Nepali,nepa1254,SMELL,smell_o
Norwegian,norw1258,SMELL,smell_k
Nuorese,nuor1238,SMELL,smell_0
Old_Church_Slavic,chur1257,SMELL,smell_j
Old_English,olde1238,SMELL,smell_l
Old_High_German,oldh1241,SMELL,smell_b
Old_High_German,oldh1241,SMELL,smell_l
Old_Irish,oldi1246,SMELL,smell_u
Old_Prussian,prus1238,SMELL,smell_n
Old_West_Norse,oldw1240,SMELL,smell_m
Oriya,oriy1255,SMELL,smell_o
Oriya,oriy1255,SMELL,smell_q
Panjabi,panj1256,SMELL,smell_o
Pashto,pash1269,SMELL,smell_a
Persian,west2369,SMELL,smell_e
Polish,poli1260,SMELL,smell_s
Portuguese,port1283,SMELL,smell_g
Provencal,prov1235,SMELL,smell_p
Romani,roma1329,SMELL,smell_q
Romanian,megl1237,SMELL,smell_n
Romansh,roma1326,SMELL,smell_p
Romansh,roma1326,SMELL,smell_w
Russian,russ1263,SMELL,smell_0
Scots_Gaelic,scot1245,SMELL,smell_u
Serbian,sout1528,SMELL,smell_j
Serbian,sout1528,SMELL,smell_n
Shughni,shug1248,SMELL,smell_e
Sindhi,sind1272,SMELL,smell_o
Singhalese,sinh1246,SMELL,smell_0
Slovak,slov1269,SMELL,smell_i
Slovak,slov1269,SMELL,smell_j
Slovenian,slov1268,SMELL,smell_n
Spanish,stan1288,SMELL,smell_w
Swedish,swed1254,SMELL,smell_k
Swiss_German,swis1247,SMELL,smell_0
Tajik,taji1245,SMELL,smell_a
Tocharian_A,tokh1242,SMELL,smell_f
Tocharian_B,tokh1243,SMELL,smell_f
Tosk,alba1268,SMELL,smell_0
Ukrainian,ukra1253,SMELL,smell_j
Upper_Sorbian,uppe1395,SMELL,smell_j
Urdu,urdu1245,SMELL,smell_o
Vedic_Sanskrit,sans1269,SMELL,smell_q
Vedic_Sanskrit,sans1269,SMELL,smell_r
Walloon,wall1255,SMELL,smell_p
Welsh,wels1247,SMELL,smell_h
Zazaki,kirm1248,SMELL,smell_e
Adapazar,homs1234,SMOKE (EXHAUST),smoke_e
Afrikaans,afri1274,SMOKE (EXHAUST),smoke_b
Ancient_Greek,anci1242,SMOKE (EXHAUST),smoke_f
Arumanian,arom1237,SMOKE (EXHAUST),smoke_a
Arvanitika,arva1236,SMOKE (EXHAUST),smoke_c
Assamese,assa1263,SMOKE (EXHAUST),smoke_a
Avestan,aves1237,SMOKE (EXHAUST),smoke_a
Baluchi,east2304,SMOKE (EXHAUST),smoke_a
Belarusian,bela1254,SMOKE (EXHAUST),smoke_a
Bengali,beng1280,SMOKE (EXHAUST),smoke_a
Bihari,biha1245,SMOKE (EXHAUST),smoke_a
Breton,bret1244,SMOKE (EXHAUST),smoke_e
Bulgarian,bulg1262,SMOKE (EXHAUST),smoke_0
Cagliari,sard1257,SMOKE (EXHAUST),smoke_a
Catalan,stan1289,SMOKE (EXHAUST),smoke_a
Classical_Armenian,clas1256,SMOKE (EXHAUST),smoke_e
Classical_Armenian,clas1256,SMOKE (EXHAUST),smoke_h
Cornish,corn1251,SMOKE (EXHAUST),smoke_e
Czech,czec1258,SMOKE (EXHAUST),smoke_a
Danish,dani1285,SMOKE (EXHAUST),smoke_b
Digor_Ossetic,digo1242,SMOKE (EXHAUST),smoke_0
Dutch,cent2352,SMOKE (EXHAUST),smoke_b
Eastern_Armenian,nucl1235,SMOKE (EXHAUST),smoke_e
Eastern_Armenian,nucl1235,SMOKE (EXHAUST),smoke_h
English,stan1293,SMOKE (EXHAUST),smoke_e
Faroese,faro1244,SMOKE (EXHAUST),smoke_b
Flemish,cent2353,SMOKE (EXHAUST),smoke_b
French,stan1290,SMOKE (EXHAUST),smoke_a
Frisian,fris1239,SMOKE (EXHAUST),smoke_b
Friulian,friu1240,SMOKE (EXHAUST),smoke_a
German,stan1295,SMOKE (EXHAUST),smoke_b
Gothic,goth1244,SMOKE (EXHAUST),smoke_a
Gujarati,guja1252,SMOKE (EXHAUST),smoke_a
Hindi,hind1269,SMOKE (EXHAUST),smoke_a
Hittite,hitt1242,SMOKE (EXHAUST),smoke_a
Icelandic,icel1247,SMOKE (EXHAUST),smoke_b
Irish,iris1253,SMOKE (EXHAUST),smoke_a
Italian,ital1282,SMOKE (EXHAUST),smoke_a
Kashmiri,kash1277,SMOKE (EXHAUST),smoke_a
Kurdish,kurd1259,SMOKE (EXHAUST),smoke_a
Ladin,ladi1250,SMOKE (EXHAUST),smoke_a
Lahnda,lahn1241,SMOKE (EXHAUST),smoke_a
Latin,lati1261,SMOKE (EXHAUST),smoke_a
Latvian,latv1249,SMOKE (EXHAUST),smoke_a
Lithuanian,lith1251,SMOKE (EXHAUST),smoke_a
Lower_Sorbian,lowe1385,SMOKE (EXHAUST),smoke_a
Luxembourgish,luxe1243,SMOKE (EXHAUST),smoke_a
Macedonian,mace1250,SMOKE (EXHAUST),smoke_0
Marathi,mara1378,SMOKE (EXHAUST),smoke_a
Marwari,marw1260,SMOKE (EXHAUST),smoke_a
Modern_Greek,mode1248,SMOKE (EXHAUST),smoke_f
Nepali,nepa1254,SMOKE (EXHAUST),smoke_a
Norwegian,norw1258,SMOKE (EXHAUST),smoke_b
Nuorese,nuor1238,SMOKE (EXHAUST),smoke_a
Old_Church_Slavic,chur1257,SMOKE (EXHAUST),smoke_a
Old_English,olde1238,SMOKE (EXHAUST),smoke_b
Old_English,olde1238,SMOKE (EXHAUST),smoke_e
Old_High_German,oldh1241,SMOKE (EXHAUST),smoke_b
Old_Irish,oldi1246,SMOKE (EXHAUST),smoke_0
Old_Prussian,prus1238,SMOKE (EXHAUST),smoke_a
Old_West_Norse,oldw1240,SMOKE (EXHAUST),smoke_b
Oriya,oriy1255,SMOKE (EXHAUST),smoke_a
Panjabi,panj1256,SMOKE (EXHAUST),smoke_a
Pashto,pash1269,SMOKE (EXHAUST),smoke_a
Persian,west2369,SMOKE (EXHAUST),smoke_a
Polish,poli1260,SMOKE (EXHAUST),smoke_a
Portuguese,port1283,SMOKE (EXHAUST),smoke_a
Provencal,prov1235,SMOKE (EXHAUST),smoke_a
Romani,roma1329,SMOKE (EXHAUST),smoke_a
Romanian,megl1237,SMOKE (EXHAUST),smoke_a
Romansh,roma1326,SMOKE (EXHAUST),smoke_0
Romansh,roma1326,SMOKE (EXHAUST),smoke_a
Russian,russ1263,SMOKE (EXHAUST),smoke_a
Sariqoli,sari1246,SMOKE (EXHAUST),smoke_a
Scots_Gaelic,scot1245,SMOKE (EXHAUST),smoke_0
Serbian,sout1528,SMOKE (EXHAUST),smoke_a
Shughni,shug1248,SMOKE (EXHAUST),smoke_a
Sindhi,sind1272,SMOKE (EXHAUST),smoke_a
Singhalese,sinh1246,SMOKE (EXHAUST),smoke_a
Slovak,slov1269,SMOKE (EXHAUST),smoke_a
Slovak,slov1269,SMOKE (EXHAUST),smoke_d
Slovenian,slov1268,SMOKE (EXHAUST),smoke_a
Sogdian,sogd1245,SMOKE (EXHAUST),smoke_g
Spanish,stan1288,SMOKE (EXHAUST),smoke_a
Swedish,swed1254,SMOKE (EXHAUST),smoke_b
Swiss_German,swis1247,SMOKE (EXHAUST),smoke_b
Tajik,taji1245,SMOKE (EXHAUST),smoke_a
Tosk,alba1268,SMOKE (EXHAUST),smoke_c
