LANGUAGE,GLOTTOCODE,CONCEPT,COGNATE
Hindi,hind1269,BAD,bad_a
Hindi,hind1269,BAD,bad_w
Hittite,hitt1242,BAD,bad_ac
Icelandic,icel1247,BAD,bad_q
Icelandic,icel1247,BAD,bad_r
Irish,iris1253,BAD,bad_aa
Irish,iris1253,BAD,bad_j
Italian,ital1282,BAD,bad_v
Kashmiri,kash1277,BAD,bad_ap
Kashmiri,kash1277,BAD,bad_p
Kashmiri,kash1277,BAD,bad_x
Ladin,ladi1250,BAD,bad_d
Lahnda,lahn1241,BAD,bad_w
Latin,lati1261,BAD,bad_d
Latvian,latv1249,BAD,bad_0
Latvian,latv1249,BAD,bad_b
Lithuanian,lith1251,BAD,bad_k
Lithuanian,lith1251,BAD,bad_y
Lower_Sorbian,lowe1385,BAD,bad_g
Luxembourgish,luxe1243,BAD,bad_b
Macedonian,mace1250,BAD,bad_f
Marathi,mara1378,BAD,bad_as
Marwari,marw1260,BAD,bad_p
Marwari,marw1260,BAD,bad_w
Modern_Greek,mode1248,BAD,bad_i
Nepali,nepa1254,BAD,bad_ak
Norwegian,norw1258,BAD,bad_m
Nuorese,nuor1238,BAD,bad_d
Old_Church_Slavic,chur1257,BAD,bad_g
Old_English,olde1238,BAD,bad_u
Old_High_German,oldh1241,BAD,bad_u
Old_Irish,oldi1246,BAD,bad_j
Old_Prussian,prus1238,BAD,bad_0
Old_West_Norse,oldw1240,BAD,bad_q
Old_West_Norse,oldw1240,BAD,bad_r
Oriya,oriy1255,BAD,bad_a
Panjabi,panj1256,BAD,bad_w
Pashto,pash1269,BAD,bad_p
Persian,west2369,BAD,bad_p
Polish,poli1260,BAD,bad_g
Portuguese,port1283,BAD,bad_d
Provencal,prov1235,BAD,bad_0
Provencal,prov1235,BAD,bad_v
Romani,roma1329,BAD,bad_ar
Romanian,megl1237,BAD,bad_0
Romansh,roma1326,BAD,bad_0
Romansh,roma1326,BAD,bad_d
Russian,russ1263,BAD,bad_0
Sariqoli,sari1246,BAD,bad_ag
Scots_Gaelic,scot1245,BAD,bad_aa
Scots_Gaelic,scot1245,BAD,bad_j
Serbian,sout1528,BAD,bad_f
Shughni,shug1248,BAD,bad_ae
Shughni,shug1248,BAD,bad_z
Sindhi,sind1272,BAD,bad_a
Sindhi,sind1272,BAD,bad_ao
Sindhi,sind1272,BAD,bad_p
Sindhi,sind1272,BAD,bad_x
Singhalese,sinh1246,BAD,bad_aq
Slovak,slov1269,BAD,bad_g
Slovenian,slov1268,BAD,bad_n
Sogdian,sogd1245,BAD,bad_af
Spanish,stan1288,BAD,bad_d
Swedish,swed1254,BAD,bad_0
Swedish,swed1254,BAD,bad_m
Swedish,swed1254,BAD,bad_q
Swiss_German,swis1247,BAD,bad_b
Tajik,taji1245,BAD,bad_p
Tajik,taji1245,BAD,bad_z
Tocharian_A,tokh1242,BAD,bad_0
Tocharian_B,tokh1243,BAD,bad_0
Tocharian_B,tokh1243,BAD,bad_ad
Tosk,alba1268,BAD,bad_i
Ukrainian,ukra1253,BAD,bad_0
Upper_Sorbian,uppe1395,BAD,bad_g
Urdu,urdu1245,BAD,bad_a
Urdu,urdu1245,BAD,bad_w
Vedic_Sanskrit,sans1269,BAD,bad_ai
Wakhi,wakh1245,BAD,bad_ae
Walloon,wall1255,BAD,bad_d
Waziri,waci1238,BAD,bad_a
Waziri,waci1238,BAD,bad_p
Welsh,wels1247,BAD,bad_o
Adapazar,homs1234,BARK,bark_d
Afrikaans,afri1274,BARK,bark_b
Afrikaans,afri1274,BARK,bark_h
Ancient_Greek,anci1242,BARK,bark_l
Arumanian,arom1237,BARK,bark_k
Arvanitika,arva1236,BARK,bark_0
Assamese,assa1263,BARK,bark_e
Assamese,assa1263,BARK,bark_n
Baluchi,east2304,BARK,bark_t
Belarusian,bela1254,BARK,bark_b
Bengali,beng1280,BARK,bark_e
Bihari,biha1245,BARK,bark_e
Breton,bret1244,BARK,bark_f
Bulgarian,bulg1262,BARK,bark_b
Cagliari,sard1257,BARK,bark_b
Catalan,stan1289,BARK,bark_b
Classical_Armenian,clas1256,BARK,bark_d
Cornish,corn1251,BARK,bark_f
Czech,czec1258,BARK,bark_b
Danish,dani1285,BARK,bark_g
Digor_Ossetic,digo1242,BARK,bark_s
Dutch,cent2352,BARK,bark_b
Eastern_Armenian,nucl1235,BARK,bark_d
English,stan1293,BARK,bark_g
Faroese,faro1244,BARK,bark_g
Flemish,cent2353,BARK,bark_h
French,stan1290,BARK,bark_b
Frisian,fris1239,BARK,bark_h
Friulian,friu1240,BARK,bark_b
Friulian,friu1240,BARK,bark_z
German,stan1295,BARK,bark_g
German,stan1295,BARK,bark_j
Gothic,goth1244,BARK,bark_0
Gujarati,guja1252,BARK,bark_e
Hindi,hind1269,BARK,bark_e
Icelandic,icel1247,BARK,bark_g
Irish,iris1253,BARK,bark_m
Italian,ital1282,BARK,bark_b
Kashmiri,kash1277,BARK,bark_s
Kashmiri,kash1277,BARK,bark_y
Kurdish,kurd1259,BARK,bark_u
Kurdish,kurd1259,BARK,bark_v
Ladin,ladi1250,BARK,bark_b
Lahnda,lahn1241,BARK,bark_e
Latin,lati1261,BARK,bark_b
Latvian,latv1249,BARK,bark_r
Lithuanian,lith1251,BARK,bark_o
Lower_Sorbian,lowe1385,BARK,bark_b
Luxembourgish,luxe1243,BARK,bark_0
Macedonian,mace1250,BARK,bark_b
Marathi,mara1378,BARK,bark_e
Marwari,marw1260,BARK,bark_e
Modern_Greek,mode1248,BARK,bark_0
Nepali,nepa1254,BARK,bark_n
Norwegian,norw1258,BARK,bark_g
Nuorese,nuor1238,BARK,bark_b
Old_Church_Slavic,chur1257,BARK,bark_b
Old_English,olde1238,BARK,bark_j
Old_High_German,oldh1241,BARK,bark_j
Old_Irish,oldi1246,BARK,bark_0
Old_Irish,oldi1246,BARK,bark_f
Old_Prussian,prus1238,BARK,bark_0
Old_West_Norse,oldw1240,BARK,bark_g
Oriya,oriy1255,BARK,bark_e
Oriya,oriy1255,BARK,bark_n
Panjabi,panj1256,BARK,bark_e
Pashto,pash1269,BARK,bark_a
Persian,west2369,BARK,bark_a
Polish,poli1260,BARK,bark_b
Portuguese,port1283,BARK,bark_b
Provencal,prov1235,BARK,bark_0
Provencal,prov1235,BARK,bark_f
Romani,roma1329,BARK,bark_b
Romanian,megl1237,BARK,bark_b
Romansh,roma1326,BARK,bark_b
Romansh,roma1326,BARK,bark_z
Russian,russ1263,BARK,bark_b
Scots_Gaelic,scot1245,BARK,bark_f
Serbian,sout1528,BARK,bark_b
Shughni,shug1248,BARK,bark_a
Shughni,shug1248,BARK,bark_w
Shughni,shug1248,BARK,bark_x
Sindhi,sind1272,BARK,bark_e
Singhalese,sinh1246,BARK,bark_aa
Slovak,slov1269,BARK,bark_b
Slovenian,slov1268,BARK,bark_0
Spanish,stan1288,BARK,bark_b
Swedish,swed1254,BARK,bark_g
Swiss_German,swis1247,BARK,bark_j
Tajik,taji1245,BARK,bark_a
Tocharian_B,tokh1243,BARK,bark_0
Tosk,alba1268,BARK,bark_0
Ukrainian,ukra1253,BARK,bark_0
Upper_Sorbian,uppe1395,BARK,bark_b
Urdu,urdu1245,BARK,bark_e
Vedic_Sanskrit,sans1269,BARK,bark_q
Wakhi,wakh1245,BARK,bark_a
Walloon,wall1255,BARK,bark_i
Waziri,waci1238,BARK,bark_p
Welsh,wels1247,BARK,bark_f
Adapazar,homs1234,BE ALIVE,live_d
Afrikaans,afri1274,BE ALIVE,live_b
Ancient_Greek,anci1242,BE ALIVE,live_a
Arvanitika,arva1236,BE ALIVE,live_c
Assamese,assa1263,BE ALIVE,live_a
Avestan,aves1237,BE ALIVE,live_a
Baluchi,east2304,BE ALIVE,live_a
Belarusian,bela1254,BE ALIVE,live_a
Bengali,beng1280,BE ALIVE,live_a
Bihari,biha1245,BE ALIVE,live_a
Breton,bret1244,BE ALIVE,live_a
Bulgarian,bulg1262,BE ALIVE,live_a
Cagliari,sard1257,BE ALIVE,live_a
Catalan,stan1289,BE ALIVE,live_a
Catalan,stan1289,BE ALIVE,live_g
Classical_Armenian,clas1256,BE ALIVE,live_a
Cornish,corn1251,BE ALIVE,live_a
Czech,czec1258,BE ALIVE,live_a
Danish,dani1285,BE ALIVE,live_b
Digor_Ossetic,digo1242,BE ALIVE,live_h
Dutch,cent2352,BE ALIVE,live_b
Eastern_Armenian,nucl1235,BE ALIVE,live_d
English,stan1293,BE ALIVE,live_b
Faroese,faro1244,BE ALIVE,live_b
Flemish,cent2353,BE ALIVE,live_b
French,stan1290,BE ALIVE,live_a
Frisian,fris1239,BE ALIVE,live_b
Friulian,friu1240,BE ALIVE,live_a
German,stan1295,BE ALIVE,live_b
Gothic,goth1244,BE ALIVE,live_b
Gothic,goth1244,BE ALIVE,live_e
Gujarati,guja1252,BE ALIVE,live_a
Hindi,hind1269,BE ALIVE,live_0
Hindi,hind1269,BE ALIVE,live_a
Hittite,hitt1242,BE ALIVE,live_e
Icelandic,icel1247,BE ALIVE,live_b
Irish,iris1253,BE ALIVE,live_a
Italian,ital1282,BE ALIVE,live_a
Kashmiri,kash1277,BE ALIVE,live_0
Kashmiri,kash1277,BE ALIVE,live_a
Ladin,ladi1250,BE ALIVE,live_a
Lahnda,lahn1241,BE ALIVE,live_a
Latin,lati1261,BE ALIVE,live_a
Latvian,latv1249,BE ALIVE,live_a
Lithuanian,lith1251,BE ALIVE,live_a
Lower_Sorbian,lowe1385,BE ALIVE,live_a
Luxembourgish,luxe1243,BE ALIVE,live_b
Macedonian,mace1250,BE ALIVE,live_a
Marathi,mara1378,BE ALIVE,live_0
Marathi,mara1378,BE ALIVE,live_a
Marwari,marw1260,BE ALIVE,live_0
Modern_Greek,mode1248,BE ALIVE,live_a
Nepali,nepa1254,BE ALIVE,live_a
Norwegian,norw1258,BE ALIVE,live_b
Nuorese,nuor1238,BE ALIVE,live_0
Old_Church_Slavic,chur1257,BE ALIVE,live_a
Old_English,olde1238,BE ALIVE,live_b
Old_High_German,oldh1241,BE ALIVE,live_b
Old_Irish,oldi1246,BE ALIVE,live_a
Old_Prussian,prus1238,BE ALIVE,live_a
Old_West_Norse,oldw1240,BE ALIVE,live_b
Oriya,oriy1255,BE ALIVE,live_a
Oriya,oriy1255,BE ALIVE,live_f
Pashto,pash1269,BE ALIVE,live_a
Persian,west2369,BE ALIVE,live_a
Polish,poli1260,BE ALIVE,live_0
Polish,poli1260,BE ALIVE,live_a
Portuguese,port1283,BE ALIVE,live_a
Provencal,prov1235,BE ALIVE,live_a
Romani,roma1329,BE ALIVE,live_a
Romanian,megl1237,BE ALIVE,live_0
Romansh,roma1326,BE ALIVE,live_a
Russian,russ1263,BE ALIVE,live_a
Sariqoli,sari1246,BE ALIVE,live_0
Scots_Gaelic,scot1245,BE ALIVE,live_a
Serbian,sout1528,BE ALIVE,live_a
Shughni,shug1248,BE ALIVE,live_0
Sindhi,sind1272,BE ALIVE,live_a
Singhalese,sinh1246,BE ALIVE,live_0
Singhalese,sinh1246,BE ALIVE,live_a
Slovak,slov1269,BE ALIVE,live_a
Slovenian,slov1268,BE ALIVE,live_a
Sogdian,sogd1245,BE ALIVE,live_a
Spanish,stan1288,BE ALIVE,live_a
Swedish,swed1254,BE ALIVE,live_b
Swiss_German,swis1247,BE ALIVE,live_b
Tajik,taji1245,BE ALIVE,live_a
Tocharian_A,tokh1242,BE ALIVE,live_a
Tocharian_B,tokh1243,BE ALIVE,live_a
Tosk,alba1268,BE ALIVE,live_c
Ukrainian,ukra1253,BE ALIVE,live_0
Ukrainian,ukra1253,BE ALIVE,live_a
Upper_Sorbian,uppe1395,BE ALIVE,live_a
Urdu,urdu1245,BE ALIVE,live_a
Urdu,urdu1245,BE ALIVE,live_f
Vedic_Sanskrit,sans1269,BE ALIVE,live_a
Walloon,wall1255,BE ALIVE,live_a
Waziri,waci1238,BE ALIVE,live_0
Welsh,wels1247,BE ALIVE,live_a
Adapazar,homs1234,BECAUSE,because_0
Afrikaans,afri1274,BECAUSE,because_a
Afrikaans,afri1274,BECAUSE,because_u
Afrikaans,afri1274,BECAUSE,because_y
Afrikaans,afri1274,BECAUSE,because_z
Ancient_Greek,anci1242,BECAUSE,because_0
Arumanian,arom1237,BECAUSE,because_f
Arvanitika,arva1236,BECAUSE,because_b
Assamese,assa1263,BECAUSE,because_0
Assamese,assa1263,BECAUSE,because_c
Avestan,aves1237,BECAUSE,because_v
Baluchi,east2304,BECAUSE,because_f
Belarusian,bela1254,BECAUSE,because_a
Belarusian,bela1254,BECAUSE,because_f
Belarusian,bela1254,BECAUSE,because_g
Bengali,beng1280,BECAUSE,because_c
Bihari,biha1245,BECAUSE,because_o
Breton,bret1244,BECAUSE,because_0
Bulgarian,bulg1262,BECAUSE,because_ab
Bulgarian,bulg1262,BECAUSE,because_f
Cagliari,sard1257,BECAUSE,because_t
Catalan,stan1289,BECAUSE,because_f
Catalan,stan1289,BECAUSE,because_h
Classical_Armenian,clas1256,BECAUSE,because_0
Classical_Armenian,clas1256,BECAUSE,because_v
Cornish,corn1251,BECAUSE,because_aa
Cornish,corn1251,BECAUSE,because_z
Czech,czec1258,BECAUSE,because_a
Czech,czec1258,BECAUSE,because_h
Danish,dani1285,BECAUSE,because_a
Danish,dani1285,BECAUSE,because_h
Digor_Ossetic,digo1242,BECAUSE,because_s
Dutch,cent2352,BECAUSE,because_a
Dutch,cent2352,BECAUSE,because_u
Eastern_Armenian,nucl1235,BECAUSE,because_0
English,stan1293,BECAUSE,because_k
Faroese,faro1244,BECAUSE,because_l
Flemish,cent2353,BECAUSE,because_a
Flemish,cent2353,BECAUSE,because_u
Flemish,cent2353,BECAUSE,because_y
French,stan1290,BECAUSE,because_f
French,stan1290,BECAUSE,because_h
Frisian,fris1239,BECAUSE,because_a
Frisian,fris1239,BECAUSE,because_u
Frisian,fris1239,BECAUSE,because_z
Friulian,friu1240,BECAUSE,because_f
Friulian,friu1240,BECAUSE,because_h
German,stan1295,BECAUSE,because_m
Gothic,goth1244,BECAUSE,because_0
Gujarati,guja1252,BECAUSE,because_c
Hindi,hind1269,BECAUSE,because_o
Hittite,hitt1242,BECAUSE,because_f
Icelandic,icel1247,BECAUSE,because_l
Irish,iris1253,BECAUSE,because_am
Italian,ital1282,BECAUSE,because_f
Italian,ital1282,BECAUSE,because_h
Kashmiri,kash1277,BECAUSE,because_ai
Ladin,ladi1250,BECAUSE,because_f
Ladin,ladi1250,BECAUSE,because_h
Ladin,ladi1250,BECAUSE,because_k
Lahnda,lahn1241,BECAUSE,because_o
Latin,lati1261,BECAUSE,because_0
Latin,lati1261,BECAUSE,because_f
Latvian,latv1249,BECAUSE,because_ad
Latvian,latv1249,BECAUSE,because_q
Lithuanian,lith1251,BECAUSE,because_q
Lithuanian,lith1251,BECAUSE,because_r
Lithuanian,lith1251,BECAUSE,because_v
Lower_Sorbian,lowe1385,BECAUSE,because_a
Lower_Sorbian,lowe1385,BECAUSE,because_h
Luxembourgish,luxe1243,BECAUSE,because_m
Macedonian,mace1250,BECAUSE,because_ab
Macedonian,mace1250,BECAUSE,because_f
Marathi,mara1378,BECAUSE,because_c
Marwari,marw1260,BECAUSE,because_ak
Modern_Greek,mode1248,BECAUSE,because_0
Modern_Greek,mode1248,BECAUSE,because_d
Modern_Greek,mode1248,BECAUSE,because_f
Nepali,nepa1254,BECAUSE,because_p
Norwegian,norw1258,BECAUSE,because_a
Norwegian,norw1258,BECAUSE,because_h
Nuorese,nuor1238,BECAUSE,because_f
Nuorese,nuor1238,BECAUSE,because_h
Old_Church_Slavic,chur1257,BECAUSE,because_0
Old_Church_Slavic,chur1257,BECAUSE,because_ac
Old_Church_Slavic,chur1257,BECAUSE,because_i
Old_English,olde1238,BECAUSE,because_h
Old_High_German,oldh1241,BECAUSE,because_0
Old_Irish,oldi1246,BECAUSE,because_al
Old_Prussian,prus1238,BECAUSE,because_v
Old_West_Norse,oldw1240,BECAUSE,because_0
Oriya,oriy1255,BECAUSE,because_0
Oriya,oriy1255,BECAUSE,because_ae
Oriya,oriy1255,BECAUSE,because_c
Oriya,oriy1255,BECAUSE,because_x
Panjabi,panj1256,BECAUSE,because_o
Pashto,pash1269,BECAUSE,because_f
Persian,west2369,BECAUSE,because_f
Polish,poli1260,BECAUSE,because_0
Polish,poli1260,BECAUSE,because_a
Polish,poli1260,BECAUSE,because_g
Polish,poli1260,BECAUSE,because_v
Portuguese,port1283,BECAUSE,because_f
Portuguese,port1283,BECAUSE,because_h
Provencal,prov1235,BECAUSE,because_f
Provencal,prov1235,BECAUSE,because_h
Romani,roma1329,BECAUSE,because_n
Romanian,megl1237,BECAUSE,because_f
Romansh,roma1326,BECAUSE,because_f
Romansh,roma1326,BECAUSE,because_h
Russian,russ1263,BECAUSE,because_a
Russian,russ1263,BECAUSE,because_ac
Russian,russ1263,BECAUSE,because_f
Scots_Gaelic,scot1245,BECAUSE,because_al
Serbian,sout1528,BECAUSE,because_0
Serbian,sout1528,BECAUSE,because_a
Serbian,sout1528,BECAUSE,because_f
Shughni,shug1248,BECAUSE,because_f
Sindhi,sind1272,BECAUSE,because_af
Sindhi,sind1272,BECAUSE,because_ag
Sindhi,sind1272,BECAUSE,because_ah
Singhalese,sinh1246,BECAUSE,because_aj
Slovak,slov1269,BECAUSE,because_v
Slovenian,slov1268,BECAUSE,because_a
Slovenian,slov1268,BECAUSE,because_ab
Sogdian,sogd1245,BECAUSE,because_f
Spanish,stan1288,BECAUSE,because_f
Spanish,stan1288,BECAUSE,because_h
Swedish,swed1254,BECAUSE,because_a
Swedish,swed1254,BECAUSE,because_h
Swedish,swed1254,BECAUSE,because_w
Swiss_German,swis1247,BECAUSE,because_m
Tajik,taji1245,BECAUSE,because_s
Tocharian_A,tokh1242,BECAUSE,because_f
Tocharian_B,tokh1243,BECAUSE,because_f
Tocharian_B,tokh1243,BECAUSE,because_j
Tosk,alba1268,BECAUSE,because_b
Ukrainian,ukra1253,BECAUSE,because_0
Ukrainian,ukra1253,BECAUSE,because_a
Ukrainian,ukra1253,BECAUSE,because_f
Upper_Sorbian,uppe1395,BECAUSE,because_a
Upper_Sorbian,uppe1395,BECAUSE,because_h
Urdu,urdu1245,BECAUSE,because_o
Vedic_Sanskrit,sans1269,BECAUSE,because_v
Wakhi,wakh1245,BECAUSE,because_f
Walloon,wall1255,BECAUSE,because_f
Walloon,wall1255,BECAUSE,because_h
Welsh,wels1247,BECAUSE,because_0
Zazaki,kirm1248,BECAUSE,because_f
Adapazar,homs1234,BELLY,belly_w
Afrikaans,afri1274,BELLY,belly_0
Afrikaans,afri1274,BELLY,belly_b
Ancient_Greek,anci1242,BELLY,belly_0
Arumanian,arom1237,BELLY,belly_u
Arvanitika,arva1236,BELLY,belly_c
Assamese,assa1263,BELLY,belly_d
Avestan,aves1237,BELLY,belly_e
Baluchi,east2304,BELLY,belly_z
Belarusian,bela1254,BELLY,belly_h
Belarusian,bela1254,BELLY,belly_s
Bengali,beng1280,BELLY,belly_d
Bihari,biha1245,BELLY,belly_d
Breton,bret1244,BELLY,belly_f
Bulgarian,bulg1262,BELLY,belly_0
Cagliari,sard1257,BELLY,belly_e
Catalan,stan1289,BELLY,belly_e
Catalan,stan1289,BELLY,belly_u
Classical_Armenian,clas1256,BELLY,belly_0
Classical_Armenian,clas1256,BELLY,belly_w
Cornish,corn1251,BELLY,belly_0
Cornish,corn1251,BELLY,belly_x
Czech,czec1258,BELLY,belly_h
Danish,dani1285,BELLY,belly_b
Digor_Ossetic,digo1242,BELLY,belly_v
Dutch,cent2352,BELLY,belly_b
Eastern_Armenian,nucl1235,BELLY,belly_w
English,stan1293,BELLY,belly_b
Faroese,faro1244,BELLY,belly_b
Flemish,cent2353,BELLY,belly_b
French,stan1290,BELLY,belly_e
Frisian,fris1239,BELLY,belly_b
Friulian,friu1240,BELLY,belly_e
Friulian,friu1240,BELLY,belly_u
German,stan1295,BELLY,belly_b
Gothic,goth1244,BELLY,belly_e
Gothic,goth1244,BELLY,belly_o
Gujarati,guja1252,BELLY,belly_d
Hindi,hind1269,BELLY,belly_d
Hittite,hitt1242,BELLY,belly_0
Icelandic,icel1247,BELLY,belly_n
Irish,iris1253,BELLY,belly_b
Italian,ital1282,BELLY,belly_e
Kashmiri,kash1277,BELLY,belly_af
Kashmiri,kash1277,BELLY,belly_ag
Kashmiri,kash1277,BELLY,belly_q
Kurdish,kurd1259,BELLY,belly_aa
Ladin,ladi1250,BELLY,belly_e
Lahnda,lahn1241,BELLY,belly_d
Latin,lati1261,BELLY,belly_e
Latvian,latv1249,BELLY,belly_e
Lithuanian,lith1251,BELLY,belly_j
Lower_Sorbian,lowe1385,BELLY,belly_h
Luxembourgish,luxe1243,BELLY,belly_b
Macedonian,mace1250,BELLY,belly_0
Macedonian,mace1250,BELLY,belly_k
Marathi,mara1378,BELLY,belly_d
Marwari,marw1260,BELLY,belly_d
Modern_Greek,mode1248,BELLY,belly_i
Nepali,nepa1254,BELLY,belly_d
Nepali,nepa1254,BELLY,belly_q
Norwegian,norw1258,BELLY,belly_b
Norwegian,norw1258,BELLY,belly_n
Nuorese,nuor1238,BELLY,belly_e
Old_Church_Slavic,chur1257,BELLY,belly_p
Old_English,olde1238,BELLY,belly_e
Old_High_German,oldh1241,BELLY,belly_b
Old_High_German,oldh1241,BELLY,belly_e
Old_Irish,oldi1246,BELLY,belly_0
Old_Irish,oldi1246,BELLY,belly_b
Old_Irish,oldi1246,BELLY,belly_x
Old_Prussian,prus1238,BELLY,belly_e
Old_West_Norse,oldw1240,BELLY,belly_e
Old_West_Norse,oldw1240,BELLY,belly_n
Old_West_Norse,oldw1240,BELLY,belly_o
Oriya,oriy1255,BELLY,belly_d
Panjabi,panj1256,BELLY,belly_d
Pashto,pash1269,BELLY,belly_a
Pashto,pash1269,BELLY,belly_ac
Pashto,pash1269,BELLY,belly_ad
Persian,west2369,BELLY,belly_l
Polish,poli1260,BELLY,belly_h
Portuguese,port1283,BELLY,belly_0
Portuguese,port1283,BELLY,belly_e
Provencal,prov1235,BELLY,belly_e
Provencal,prov1235,BELLY,belly_u
Romani,roma1329,BELLY,belly_ai
Romanian,megl1237,BELLY,belly_0
Romanian,megl1237,BELLY,belly_u
Romansh,roma1326,BELLY,belly_0
Romansh,roma1326,BELLY,belly_e
Romansh,roma1326,BELLY,belly_u
Russian,russ1263,BELLY,belly_s
Sariqoli,sari1246,BELLY,belly_e
Scots_Gaelic,scot1245,BELLY,belly_0
Serbian,sout1528,BELLY,belly_t
Shughni,shug1248,BELLY,belly_ae
Sindhi,sind1272,BELLY,belly_d
Singhalese,sinh1246,BELLY,belly_ah
Slovak,slov1269,BELLY,belly_h
Slovenian,slov1268,BELLY,belly_g
Sogdian,sogd1245,BELLY,belly_e
Spanish,stan1288,BELLY,belly_0
Spanish,stan1288,BELLY,belly_e
Swedish,swed1254,BELLY,belly_b
Swedish,swed1254,BELLY,belly_n
Swiss_German,swis1247,BELLY,belly_b
Tajik,taji1245,BELLY,belly_l
Tocharian_A,tokh1242,BELLY,belly_o
Tocharian_B,tokh1243,BELLY,belly_o
Tosk,alba1268,BELLY,belly_c
Ukrainian,ukra1253,BELLY,belly_0
Ukrainian,ukra1253,BELLY,belly_s
Upper_Sorbian,uppe1395,BELLY,belly_h
Urdu,urdu1245,BELLY,belly_d
Vedic_Sanskrit,sans1269,BELLY,belly_e
Wakhi,wakh1245,BELLY,belly_e
Wakhi,wakh1245,BELLY,belly_y
Walloon,wall1255,BELLY,belly_e
Waziri,waci1238,BELLY,belly_a
Welsh,wels1247,BELLY,belly_b
Zazaki,kirm1248,BELLY,belly_ab
Adapazar,homs1234,BIG,big_b
Afrikaans,afri1274,BIG,big_a
Ancient_Greek,anci1242,BIG,big_0
Ancient_Greek,anci1242,BIG,big_b
Arumanian,arom1237,BIG,big_n
Arvanitika,arva1236,BIG,big_b
Assamese,assa1263,BIG,big_c
Avestan,aves1237,BIG,big_b
Avestan,aves1237,BIG,big_n
Baluchi,east2304,BIG,big_n
Belarusian,bela1254,BIG,big_f
Bengali,beng1280,BIG,big_c
Bihari,biha1245,BIG,big_ac
Breton,bret1244,BIG,big_d
Breton,bret1244,BIG,big_i
Bulgarian,bulg1262,BIG,big_e
Cagliari,sard1257,BIG,big_b
Catalan,stan1289,BIG,big_0
Catalan,stan1289,BIG,big_d
Classical_Armenian,clas1256,BIG,big_b
Cornish,corn1251,BIG,big_d
Czech,czec1258,BIG,big_f
Danish,dani1285,BIG,big_o
Digor_Ossetic,digo1242,BIG,big_l
Dutch,cent2352,BIG,big_a
Eastern_Armenian,nucl1235,BIG,big_b
English,stan1293,BIG,big_g
Faroese,faro1244,BIG,big_b
Faroese,faro1244,BIG,big_o
Flemish,cent2353,BIG,big_a
French,stan1290,BIG,big_d
Frisian,fris1239,BIG,big_a
Friulian,friu1240,BIG,big_d
German,stan1295,BIG,big_a
Gothic,goth1244,BIG,big_b
Gujarati,guja1252,BIG,big_h
Hindi,hind1269,BIG,big_c
Hittite,hitt1242,BIG,big_0
Hittite,hitt1242,BIG,big_b
Icelandic,icel1247,BIG,big_o
Irish,iris1253,BIG,big_i
Italian,ital1282,BIG,big_d
Kashmiri,kash1277,BIG,big_c
Kurdish,kurd1259,BIG,big_n
Kurdish,kurd1259,BIG,big_s
Kurdish,kurd1259,BIG,big_t
Ladin,ladi1250,BIG,big_d
Lahnda,lahn1241,BIG,big_j
Latin,lati1261,BIG,big_b
Latin,lati1261,BIG,big_d
Latvian,latv1249,BIG,big_q
Lithuanian,lith1251,BIG,big_k
Lower_Sorbian,lowe1385,BIG,big_f
Luxembourgish,luxe1243,BIG,big_a
Macedonian,mace1250,BIG,big_e
Marathi,mara1378,BIG,big_h
Marwari,marw1260,BIG,big_h
Modern_Greek,mode1248,BIG,big_b
Nepali,nepa1254,BIG,big_c
Nepali,nepa1254,BIG,big_p
Norwegian,norw1258,BIG,big_o
Nuorese,nuor1238,BIG,big_b
Old_Church_Slavic,chur1257,BIG,big_f
Old_English,olde1238,BIG,big_b
Old_High_German,oldh1241,BIG,big_a
Old_High_German,oldh1241,BIG,big_b
Old_Irish,oldi1246,BIG,big_i
Old_Prussian,prus1238,BIG,big_0
Old_West_Norse,oldw1240,BIG,big_b
Old_West_Norse,oldw1240,BIG,big_o
Oriya,oriy1255,BIG,big_c
Panjabi,panj1256,BIG,big_j
Pashto,pash1269,BIG,big_x
Persian,west2369,BIG,big_m
Polish,poli1260,BIG,big_0
Polish,poli1260,BIG,big_f
Portuguese,port1283,BIG,big_d
Provencal,prov1235,BIG,big_0
Provencal,prov1235,BIG,big_d
Romani,roma1329,BIG,big_c
Romanian,megl1237,BIG,big_n
Romansh,roma1326,BIG,big_d
Russian,russ1263,BIG,big_0
Russian,russ1263,BIG,big_f
Sariqoli,sari1246,BIG,big_x
Scots_Gaelic,scot1245,BIG,big_i
Serbian,sout1528,BIG,big_f
Shughni,shug1248,BIG,big_y
Shughni,shug1248,BIG,big_z
Sindhi,sind1272,BIG,big_j
Singhalese,sinh1246,BIG,big_ad
Slovak,slov1269,BIG,big_f
Slovenian,slov1268,BIG,big_f
Sogdian,sogd1245,BIG,big_n
Spanish,stan1288,BIG,big_d
Swedish,swed1254,BIG,big_a
Swiss_German,swis1247,BIG,big_a
Tajik,taji1245,BIG,big_m
Tajik,taji1245,BIG,big_w
Tocharian_A,tokh1242,BIG,big_0
Tocharian_A,tokh1242,BIG,big_b
Tocharian_B,tokh1243,BIG,big_0
Tocharian_B,tokh1243,BIG,big_b
Tosk,alba1268,BIG,big_b
Ukrainian,ukra1253,BIG,big_0
Ukrainian,ukra1253,BIG,big_f
Upper_Sorbian,uppe1395,BIG,big_f
Urdu,urdu1245,BIG,big_c
